"gene_id","transcript_length","gene_length","cds_count"
"AL6G48100",504,1102,1
"AL6G48110",1110,1489,1
"AL6G48120",316,338,1
"AL6G48130",2991,4683,9
"AL6G48160",1205,1600,2
"AL6G48170",1455,3018,8
"AL6G48180",1464,2568,8
"AL6G48190",1605,3405,8
"AL6G48200",1203,2040,2
"AL6G48220",1560,3020,8
"AL6G48230",366,493,1
"AL6G48240",1449,4329,18
"AL6G48250",1446,3600,18
"AL6G48260",1671,2125,2
"AL6G48270",420,1398,3
"AL6G48280",2503,4873,16
"AL6G48290",411,1637,3
"AL6G48300",255,619,2
"AL5G12230",534,694,2
"AL2G18420",411,528,1
"AL6G48640",234,774,3
"AL6G48630",1752,4237,10
"AL6G48620",437,437,1
"AL6G48600",486,1067,3
"AL6G48590",167,212,1
"AL6G48580",633,1646,1
"AL6G48570",948,15123,2
"AL4G12860",2580,2761,1
"AL6G48560",2508,3546,8
"AL6G48550",357,615,2
"AL6G48540",654,1944,7
"AL6G48530",14,545,1
"AL6G48520",5217,6346,3
"AL5G17860",446,626,2
"AL6G48510",2046,2244,1
"AL6G48490",1518,3115,15
"AL6G48460",1467,2166,3
"AL6G48450",2736,6208,18
"AL6G48440",225,3715,2
"AL5G13970",198,485,2
"AL6G48430",3753,7617,16
"AL6G48420",2215,5965,21
"AL6G48410",468,3434,4
"AL6G48400",2229,6037,10
"AL6G48390",2505,4262,7
"AL6G48380",1431,1476,1
"AL6G48370",1068,2229,11
"AL6G48360",1032,2345,8
"AL6G48350",735,2075,6
"AL6G48340",2322,4662,18
"AL4G17992",336,336,1
"AL6G48330",426,2132,3
"AL2G25970",297,1389,2
"AL6G48310",423,1202,3
"AL3G41020",NA,162,0
"AL6G48650",1146,1750,1
"AL6G48660",873,1997,7
"AL6G48670",234,509,1
"AL6G48700",1017,1603,3
"AL6G48720",1257,2595,8
"AL6G48730",1257,2395,8
"AL6G48740",1257,2335,8
"AL6G48750",1338,2257,2
"AL6G48760",1635,2501,6
"AL6G48770",894,1545,6
"AL6G48780",693,1531,3
"AL6G48790",2364,4601,17
"AL6G48800",2001,2805,7
"AL6G48810",876,2253,10
"AL6G48820",681,860,1
"AL6G48830",618,859,1
"AL6G48840",665,910,1
"AL6G48850",141,1242,2
"AL6G48870",543,795,1
"AL6G48880",534,781,1
"AL6G48890",1173,1847,3
"AL6G48900",633,1633,2
"AL7G38020",528,1142,3
"AL6G48920",870,1964,7
"AL6G49350",657,1423,2
"AL6G48930",1146,1750,1
"AL6G48940",1011,2695,8
"AL6G48950",1959,3058,11
"AL6G48962",464,464,1
"AL6G48964",372,372,1
"AL6G48970",2415,3047,7
"AL6G48980",653,1934,2
"AL6G48990",759,1753,1
"AL6G49000",1512,2567,7
"AL6G49010",3267,6761,19
"AL6G49020",432,1396,3
"AL6G49030",1023,1353,1
"AL6G49040",594,2240,7
"AL6G49050",927,1541,2
"AL6G49060",2590,5534,6
"AL320U10020",367,866,1
"AL320U10010",915,2291,2
"AL6G49082",417,500,2
"AL6G49084",860,1727,2
"AL6G49100",612,996,2
"AL6G49110",762,1297,2
"AL6G49120",729,1132,2
"AL6G49140",668,964,2
"AL6G49150",910,1632,3
"AL6G49160",927,1156,2
"AL6G49170",864,2081,9
"AL6G49180",501,837,1
"AL6G49190",294,334,1
"AL6G49210",1029,1983,6
"AL6G49220",485,909,3
"AL6G49230",876,2394,4
"AL6G49270",835,1152,3
"AL6G49290",412,584,1
"AL8G15170",359,1391,2
"AL6G49300",628,1308,3
"AL6G49310",2200,5856,23
"AL6G49320",5283,6345,4
"AL6G49360",495,1659,3
"AL6G49370",561,1831,2
"AL6G49390",741,1680,1
"AL6G49410",NA,308,0
"AL6G49420",1579,1972,5
"AL6G49440",3003,4336,2
"AL6G49450",945,2309,5
"AL6G49480",1407,2934,5
"AL6G49490",1026,1694,7
"AL5G24400",92,249,2
"AL6G49500",1776,4436,4
"AL1G65340",181,519,2
"AL6G49530",2361,4684,16
"AL6G49550",600,902,3
"AL6G49560",747,3154,1
"AL6G49570",1731,3147,3
"AL6G49580",1350,2274,4
"AL6G49590",918,1285,2
"AL6G49600",852,1573,3
"AL6G49610",468,949,1
"AL6G49620",642,1061,3
"AL6G49630",465,870,1
"AL6G49650",702,1758,5
"AL6G49660",903,1810,6
"AL6G49670",2043,3484,4
"AL6G49680",1533,3037,8
"AL6G49690",561,1371,5
"AL6G49700",2970,4092,8
"AL6G49710",1515,1772,3
"AL6G49720",873,1372,4
"AL6G49730",1077,2160,9
"AL6G49740",2454,4546,15
"AL6G49750",1758,2213,3
"AL6G49760",555,1252,2
"AL6G49770",321,1571,2
"AL6G49780",525,906,2
"AL6G49790",903,2027,4
"AL6G49810",2310,3347,8
"AL6G49820",243,1814,1
"AL6G49830",946,2340,9
"AL6G49840",1335,3121,9
"AL6G49850",1269,2105,4
"AL6G49860",2673,4826,15
"AL6G49870",2562,5013,20
"AL6G49880",NA,474,0
"AL6G49890",1266,2434,3
"AL6G49900",1317,1649,1
"AL6G49910",1446,3475,9
"AL6G49920",1188,1777,1
"AL6G49930",2445,3444,2
"AL6G49940",1607,2172,1
"AL6G49950",597,2041,5
"AL6G49960",693,1282,1
"AL6G49970",846,1149,1
"AL6G49980",681,2915,3
"AL6G49990",1698,4422,7
"AL6G50000",1362,2879,12
"AL6G50010",1251,2124,5
"AL6G50020",2307,4213,11
"AL6G50030",1146,1820,1
"AL6G50040",1680,3536,8
"AL6G50050",1305,1576,4
"AL6G50060",891,2529,6
"AL6G50070",138,1396,2
"AL6G50080",648,1452,5
"AL6G50090",330,1983,3
"AL6G50100",552,1543,5
"AL6G50110",1578,2052,2
"AL6G50120",783,1029,1
"AL3G36550",401,1624,3
"AL6G50130",1002,4211,5
"AL6G50140",1116,2303,9
"AL6G50150",2409,7445,15
"AL6G50160",621,761,1
"AL6G50180",1422,4114,12
"AL6G50190",618,1485,2
"AL6G50210",2331,2590,1
"AL6G50220",1443,3438,12
"AL6G50230",137,157,1
"AL6G50240",73,93,1
"AL6G50260",1281,2560,12
"AL6G50270",984,1634,2
"AL6G50280",498,1465,3
"AL6G50290",1266,2056,1
"AL6G50300",618,2026,1
"AL6G50320",3663,4614,3
"AL6G50330",1941,5183,12
"AL6G50340",744,2173,4
"AL6G50350",2667,4184,5
"AL6G50370",1218,2717,3
"AL6G50380",10737,14703,19
"AL6G50390",363,543,1
"AL6G50400",1824,2410,3
"AL6G50410",1314,2296,9
"AL6G50420",1491,1763,1
"AL6G50430",387,2180,4
"AL6G50440",831,1701,8
"AL6G50450",1581,3592,12
"AL6G50460",933,3105,6
"AL6G50470",768,2943,10
"AL6G50480",2217,5059,19
"AL6G50490",2862,4910,13
"AL6G50500",840,1576,3
"AL6G50510",648,2193,4
"AL6G50520",639,1143,3
"AL6G50530",4548,5801,2
"AL6G50540",1392,2150,2
"AL6G50560",672,1937,4
"AL6G50570",1253,3555,4
"AL6G50580",3795,7154,27
"AL6G50590",874,2118,10
"AL6G50600",2772,4424,11
"AL6G50610",741,2191,6
"AL6G50630",984,1220,1
"AL6G50640",846,3270,10
"AL6G50650",828,1660,1
"AL6G50670",2001,2886,1
"AL6G50680",2007,2178,1
"AL6G50690",180,1318,3
"AL6G50700",2022,2232,1
"AL6G50710",1008,1832,7
"AL6G50720",2625,3854,11
"AL6G50730",1911,3836,18
"AL6G50740",285,793,2
"AL6G50750",486,852,1
"AL6G50760",468,670,1
"AL6G50770",2415,2778,1
"AL6G50780",975,1833,3
"AL6G50790",1728,2445,2
"AL6G50820",789,1203,2
"AL6G50830",1599,2204,3
"AL6G50840",1215,2813,6
"AL6G50850",2173,4226,11
"AL6G50860",498,876,2
"AL6G50870",2649,6971,24
"AL6G50880",96,375,1
"AL6G50890",555,768,1
"AL6G50900",609,1436,4
"AL6G50910",1233,2834,10
"AL6G50920",1320,1857,4
"AL6G50930",654,2092,5
"AL6G50940",972,2201,8
"AL6G50950",1503,2045,3
"AL6G50960",2975,3241,1
"AL6G25550",567,821,1
"AL6G50970",4086,6498,14
"AL6G50980",513,702,1
"AL6G49240",NA,122,0
"AL2G32650",260,400,2
"AL6G51000",501,646,1
"AL6G51020",1605,3094,10
"AL6G51030",336,656,2
"AL6G51040",1041,2595,1
"AL6G51050",1671,3806,22
"AL6G51070",372,1086,5
"AL6G51090",876,5185,7
"AL6G51100",127,3301,2
"AL6G51110",4085,5399,10
"AL6G51130",1635,2117,3
"AL3G22430",435,2318,5
"AL6G51140",633,1747,1
"AL6G51150",583,1383,3
"AL6G51160",204,2473,4
"AL6G51170",3978,7526,21
"AL6G51180",2151,4425,15
"AL6G51200",1548,2651,3
"AL6G51210",465,820,1
"AL6G51220",2343,5177,20
"AL6G51230",2538,5468,17
"AL6G51240",2124,4413,7
"AL6G51250",792,1945,8
"AL6G51260",1503,1844,2
"AL6G51270",454,573,1
"AL5G21600",183,220,1
"AL6G51280",305,485,1
"AL6G51290",427,2301,2
"AL6G51300",174,2300,4
"AL6G51310",1629,1815,1
"AL6G51320",2628,3090,4
"AL6G51330",699,2127,3
"AL6G51340",1563,2283,2
"AL6G51350",693,2149,3
"AL6G51360",717,2674,4
"AL6G51370",591,1783,8
"AL6G51380",369,1190,3
"AL6G51390",432,607,1
"AL6G51400",1440,2374,6
"AL4G37910",336,1003,3
"AL6G51410",681,1662,8
"AL6G51420",1374,2144,9
"AL6G51430",1959,2308,1
"AL6G51450",3942,6855,20
"AL6G51460",1182,2207,1
"AL5G11650",10,305,0
"AL6G51470",1221,1707,2
"AL6G51480",3693,8558,11
"AL5G21260",48,48,1
"AL6G51490",2649,4014,5
"AL6G51500",3102,5480,20
"AL6G51510",513,975,5
"AL6G51520",1089,1884,4
"AL6G51550",840,1384,4
"AL6G51580",1104,2018,4
"AL6G51590",2067,2483,3
"AL6G51540",554,780,2
"AL6G51600",447,447,1
"AL6G51610",1527,2848,9
"AL1G25760",366,1258,4
"AL6G51620",1467,3556,6
"AL6G51630",843,1214,2
"AL6G51640",1620,2594,9
"AL6G51650",242,826,2
"AL6G51660",1026,1512,3
"AL6G51680",738,1348,2
"AL6G51690",1869,2800,7
"AL6G51700",624,2923,4
"AL6G51710",768,1372,2
"AL6G51730",1080,2375,11
"AL6G51740",572,1008,3
"AL6G51750",594,2239,8
"AL6G51760",414,727,1
"AL6G51770",2409,2584,1
"AL6G51780",1044,2171,11
"AL6G51790",1344,2499,5
"AL6G51800",1443,2457,6
"AL6G51810",1475,2470,6
"AL6G51830",704,1701,9
"AL496U10020",816,1034,1
"AL6G51880",1008,1716,1
"AL6G51890",654,1962,8
"AL6G51900",759,1022,1
"AL6G51910",948,2270,3
"AL6G51920",195,459,1
"AL5G21920",143,163,1
"AL6G51930",1086,2335,6
"AL6G51950",1092,2170,6
"AL6G51960",1104,2843,6
"AL6G51980",612,1692,8
"AL8G35180",247,1158,1
"AL6G51990",594,1319,2
"AL6G52005",3489,4193,5
"AL6G52020",147,291,2
"AL6G52030",387,1215,3
"AL6G52040",1128,1969,6
"AL6G52050",1083,1768,1
"AL6G52060",1692,2259,5
"AL6G52070",1446,2240,7
"AL6G52080",1239,3563,13
"AL6G52090",795,1532,4
"AL6G52100",2943,6090,10
"AL6G52110",935,2087,8
"AL6G52120",1356,2708,9
"AL6G52130",903,1481,3
"AL1G43520",474,554,1
"AL6G52140",1437,1933,1
"AL6G52150",722,1440,5
"AL6G52160",201,2346,1
"AL6G52170",3093,5032,14
"AL6G52180",771,1025,1
"AL6G52190",1205,1934,9
"AL6G52200",1599,2227,6
"AL6G52210",381,1346,3
"AL6G52220",921,1508,1
"AL6G52230",1149,2064,5
"AL6G52240",1080,2902,12
"AL6G52250",780,1046,2
"AL6G52260",1059,2915,8
"AL6G52270",2172,3517,4
"AL6G52280",1332,1817,3
"AL6G52290",1444,1775,1
"AL6G52310",234,694,3
"AL6G52330",1374,2684,8
"AL6G52340",759,2163,4
"AL6G52350",1578,1888,1
"AL6G52360",2823,2897,1
"AL6G52370",630,988,3
"AL6G52380",687,870,4
"AL6G52390",2130,3103,7
"AL6G52400",1302,2021,3
"AL6G52430",1476,2285,4
"AL6G52440",873,4268,2
"AL6G52450",861,1735,1
"AL6G52470",1461,2075,6
"AL6G52480",786,1463,2
"AL6G52490",3171,4219,5
"AL6G52500",573,807,1
"AL6G52510",831,2407,1
"AL6G52530",186,1255,1
"AL6G52540",2079,2141,1
"AL6G52560",369,857,1
"AL6G52570",519,735,2
"AL6G52600",243,1229,2
"AL6G52610",561,1615,4
"AL6G52620",876,2083,7
"AL6G52630",1485,3251,8
"AL6G52640",1605,2360,5
"AL6G52650",342,1373,3
"AL6G52660",5586,8611,18
"AL6G52670",897,1606,6
"AL6G52680",1278,2312,3
"AL6G52690",1110,3481,6
"AL6G52700",1125,2097,5
"AL6G52710",1413,3161,10
"AL6G52720",1902,3323,5
"AL6G52730",1806,3375,7
"AL6G52740",2376,5201,9
"AL6G52750",1419,3652,13
"AL6G52760",1473,3608,10
"AL6G52770",3021,3735,2
"AL6G52780",402,1081,2
"AL6G52790",225,849,4
"AL6G52800",1530,3959,9
"AL6G52810",3537,6626,20
"AL6G52820",1086,2017,5
"AL6G52832",865,1073,3
"AL6G52834",933,1307,5
"AL6G52840",1224,2332,10
"AL6G52850",267,1628,2
"AL6G52860",1824,4218,18
"AL6G52870",972,1566,6
"AL6G52880",1119,2980,7
"AL6G52890",1425,2904,4
"AL6G52910",408,1531,5
"AL6G52920",1185,2391,8
"AL6G52930",462,505,1
"AL6G52940",216,564,2
"AL6G52950",429,1263,2
"AL6G52960",1278,4143,17
"AL6G52970",1386,2399,5
"AL6G52980",1629,2704,9
"AL6G52990",2067,7814,12
"AL6G53000",1431,2786,7
"AL6G53010",6708,9859,12
"AL6G53020",2475,4483,6
"AL6G53030",628,889,2
"AL6G53040",864,1798,4
"AL6G53050",1486,2662,4
"AL6G53060",1884,3728,12
"AL6G53070",1665,2367,2
"AL6G53080",238,497,2
"AL6G53090",855,1810,2
"AL6G53130",1626,2288,7
"AL6G53140",2472,2911,2
"AL60U10020",NA,54,0
"AL6G53150",573,2309,4
"AL6G53160",1208,1876,6
"AL6G53170",900,1773,3
"AL6G53180",393,559,1
"AL6G53190",2153,3035,7
"AL6G53210",2367,3786,3
"AL6G53220",204,424,1
"AL7G15200",72,1070,1
"AL6G53230",1524,2886,6
"AL6G53240",2991,4777,11
"AL6G53250",1452,1765,2
"AL6G53260",2259,3544,11
"AL6G53280",681,2209,2
"AL6G53290",660,1326,2
"AL6G53300",804,2150,5
"AL6G53310",1485,1902,3
"AL6G53320",705,2894,7
"AL6G53330",720,1791,8
"AL6G53340",372,571,1
"AL6G53350",1674,1920,1
"AL6G53360",756,2130,6
"AL6G53380",507,758,1
"AL6G53400",1287,1623,1
"AL6G53410",456,1254,5
"AL6G53420",1293,2625,10
"AL6G53440",630,831,1
"AL6G53450",4446,8986,15
"AL6G53460",1212,2211,6
"AL6G53470",1179,1792,2
"AL6G53480",630,1095,3
"AL6G53490",843,2160,8
"AL6G53500",399,901,4
"AL6G53510",1710,2772,8
"AL6G53520",489,676,1
"AL6G53530",189,1564,3
"AL6G53540",612,2397,8
"AL6G53550",NA,1139,0
"AL7G46940",570,1373,2
"AL6G44100",423,778,2
"AL6G53560",570,1258,2
"AL7G46970",2307,5894,19
"AL7G10010",3549,7520,25
"AL7G10020",1512,3279,7
"AL7G10030",435,696,1
"AL7G10040",186,226,1
"AL7G10050",906,1115,1
"AL7G10060",1002,1258,1
"AL7G10070",1614,2066,2
"AL7G10080",2385,3165,2
"AL7G10090",3336,3737,3
"AL7G10100",5070,7538,11
"AL7G10110",771,1113,2
"AL7G10120",393,525,2
"AL7G10130",2223,3324,9
"AL7G10150",1455,2683,7
"AL7G10160",1335,3537,18
"AL7G10170",1317,1578,1
"AL7G10180",822,1236,5
"AL7G10190",2043,3282,9
"AL7G10200",492,1442,3
"AL7G10210",2085,2970,3
"AL7G10220",3819,8749,39
"AL7G10230",1452,2893,8
"AL7G10240",674,1393,6
"AL7G10250",1677,3320,14
"AL7G10260",1662,2575,9
"AL7G10270",795,1284,3
"AL7G10280",489,808,2
"AL7G10290",1662,2821,7
"AL7G10300",1635,2258,5
"AL7G10310",4344,5635,10
"AL7G10320",894,1178,2
"AL7G10330",1708,4362,16
"AL7G10340",1350,2250,5
"AL7G10350",444,946,5
"AL7G10360",360,704,3
"AL7G10370",1494,2371,7
"AL7G10380",1479,4297,14
"AL7G10390",1200,2513,4
"AL7G10410",1728,2510,8
"AL7G10420",1224,2002,6
"AL7G10430",1215,1874,6
"AL7G10440",2001,3381,10
"AL7G10450",1557,2491,4
"AL7G10460",383,992,6
"AL7G10470",462,1371,2
"AL7G10480",3005,3959,11
"AL7G10490",3653,4155,2
"AL7G10500",5655,8935,17
"AL7G10510",858,1398,2
"AL7G10520",1158,2470,10
"AL7G10530",1662,2461,3
"AL7G10540",1695,2883,8
"AL7G10550",1038,1894,3
"AL7G10560",846,1764,3
"AL7G10570",576,974,1
"AL7G10580",957,1203,1
"AL7G10590",477,732,1
"AL7G10600",1257,2094,2
"AL7G10610",981,2255,8
"AL7G10620",519,746,1
"AL7G10630",5895,11035,32
"AL7G10640",1449,1863,2
"AL7G10650",3387,4752,14
"AL7G10660",528,1837,5
"AL7G10670",801,1889,8
"AL7G10680",1128,3703,5
"AL7G10700",270,557,1
"AL7G10710",2001,2777,7
"AL7G10720",297,550,1
"AL7G10730",270,511,1
"AL7G10740",318,719,1
"AL7G10750",1186,1490,2
"AL7G10760",1606,1755,1
"AL7G10770",2076,3362,10
"AL7G10780",1692,2945,4
"AL7G10790",528,780,1
"AL7G10800",813,1869,1
"AL7G10820",495,1925,3
"AL7G10830",990,2229,10
"AL7G10840",1107,1377,1
"AL7G10850",2511,5362,13
"AL7G10860",453,1981,4
"AL7G10870",635,2251,3
"AL7G10880",834,1605,1
"AL7G10890",1064,1748,4
"AL7G10900",417,527,1
"AL7G10910",1476,2513,5
"AL7G10920",1428,4821,5
"AL7G10930",738,1558,3
"AL7G10940",1445,1927,4
"AL7G10950",1122,3074,10
"AL7G10960",2024,2875,9
"AL7G10970",1626,3431,12
"AL7G10980",864,1551,3
"AL7G10990",3168,7453,24
"AL7G11000",717,1567,2
"AL7G11010",2214,5745,16
"AL7G11020",1107,1769,3
"AL7G11030",687,2046,5
"AL7G11040",327,768,2
"AL7G11050",2592,3087,1
"AL7G11060",1041,2685,9
"AL7G11070",474,823,2
"AL7G11080",1296,2909,3
"AL7G11090",900,1760,7
"AL7G11100",1803,4107,13
"AL7G11110",1845,3246,9
"AL7G11120",1656,3132,13
"AL7G11130",807,1156,1
"AL7G11150",240,528,2
"AL7G11160",327,1283,4
"AL7G11180",1566,3815,14
"AL7G11190",576,2245,3
"AL7G11200",927,1862,5
"AL7G11210",270,1095,2
"AL7G11220",1128,1694,1
"AL7G11230",303,629,2
"AL7G11250",510,1112,2
"AL7G11260",2595,3249,4
"AL7G11270",1458,3648,18
"AL7G11280",1002,1104,4
"AL7G11290",291,1537,3
"AL7G11300",522,850,2
"AL7G11310",1083,1801,5
"AL7G11320",384,460,1
"AL7G11340",3255,5674,13
"AL7G11350",396,608,1
"AL7G11360",2423,4430,17
"AL7G11370",105,1154,1
"AL7G11380",405,842,2
"AL7G11390",1482,2559,9
"AL7G11400",1563,3586,7
"AL7G11410",1014,2543,5
"AL1G34400",329,1126,3
"AL7G11420",3588,4009,1
"AL7G11430",255,469,3
"AL7G11440",912,2731,3
"AL7G11450",9552,16103,25
"AL7G11460",978,2830,12
"AL7G11470",1041,2010,4
"AL7G11480",1548,1773,1
"AL7G11490",1560,1708,1
"AL7G11500",1410,1609,1
"AL7G11510",1524,1732,1
"AL7G11520",1110,3325,10
"AL7G11530",820,1490,7
"AL7G12780",166,1022,1
"AL7G11550",285,547,1
"AL7G11560",207,457,2
"AL7G11570",2721,3079,2
"AL7G11580",897,2191,10
"AL7G11590",1170,1474,1
"AL7G11600",1188,1566,1
"AL7G11690",1173,1453,1
"AL7G11700",1150,1459,1
"AL7G11710",1128,1175,1
"AL7G11720",1200,1731,1
"AL7G11730",1263,1883,2
"AL7G11740",219,784,2
"AL7G11750",795,1080,1
"AL7G11770",1643,2286,6
"AL7G11780",702,1737,6
"AL7G11790",1719,3147,6
"AL7G11800",1725,2806,6
"AL7G11810",1176,2830,8
"AL7G11820",1374,3553,7
"AL7G11840",699,1034,1
"AL7G11870",213,483,1
"AL7G11880",1923,3179,4
"AL7G11890",1971,4238,12
"AL7G11900",477,1003,2
"AL7G11910",651,2137,5
"AL7G11920",876,1137,1
"AL7G11930",546,1095,2
"AL7G11940",831,1987,7
"AL7G11950",2427,4049,5
"AL7G11960",1116,1454,1
"AL7G11970",1107,1382,1
"AL7G11980",1041,2346,12
"AL7G11990",833,1316,1
"AL7G12000",1986,2679,5
"AL6G14840",1221,2169,3
"AL7G12010",369,747,2
"AL7G12020",1536,2648,9
"AL7G12030",768,1205,5
"AL7G12040",1263,2017,1
"AL7G12050",324,355,1
"AL7G12060",1749,2268,5
"AL7G12070",1347,1788,1
"AL7G12080",4014,8833,25
"AL4G45580",293,579,2
"AL7G12092",234,274,1
"AL7G12094",894,1607,5
"AL7G12110",1164,2526,8
"AL7G12120",540,853,1
"AL7G12130",645,1575,6
"AL7G12140",1161,1335,1
"AL7G12150",525,2107,4
"AL7G12160",792,2647,4
"AL7G12170",249,392,2
"AL7G12180",1086,1331,1
"AL7G12190",882,1704,6
"AL7G12200",1626,1994,2
"AL7G12210",683,1059,3
"AL7G12220",2340,2709,1
"AL7G12240",984,1732,4
"AL7G12250",1335,2814,7
"AL7G12260",945,2072,10
"AL7G12270",1587,2478,5
"AL7G12300",684,1346,2
"AL7G12310",2340,3626,15
"AL7G12320",1053,2769,9
"AL7G12330",1887,2072,1
"AL7G12340",411,1355,3
"AL7G12350",411,1447,4
"AL7G12360",279,697,1
"AL7G12370",423,912,1
"AL7G12400",1803,2911,9
"AL7G12380",894,1610,3
"AL7G12410",21,285,1
"AL7G12430",972,1232,1
"AL7G12440",1086,1342,2
"AL7G12450",423,750,1
"AL7G12460",930,1747,4
"AL7G12470",429,734,2
"AL7G12480",585,1465,5
"AL7G12490",180,435,1
"AL7G12500",366,1216,4
"AL7G12510",366,406,1
"AL7G12520",2025,3100,8
"AL7G39290",177,381,2
"AL7G12532",282,532,2
"AL7G12534",720,1022,4
"AL7G12540",393,730,1
"AL7G12550",666,1238,2
"AL7G12560",434,608,1
"AL7G12570",3141,3617,1
"AL7G12580",426,1948,2
"AL7G12590",2124,3170,10
"AL7G12600",1287,2145,5
"AL7G12610",2001,4246,13
"AL7G12620",1068,1508,4
"AL7G12630",1680,2019,1
"AL7G12640",747,953,1
"AL7G12650",1080,2164,4
"AL7G12670",1074,1987,4
"AL7G12680",1092,3894,6
"AL7G12690",1998,5646,14
"AL7G12700",699,3730,8
"AL7G12710",1422,3114,14
"AL7G12720",654,1002,2
"AL7G12730",1281,2001,6
"AL7G12740",2049,3135,6
"AL7G12750",2355,3150,5
"AL7G13270",120,2820,2
"AL7G12760",917,1060,1
"AL4G45570",143,509,2
"AL7G12770",2154,2483,2
"AL7G12790",1215,3210,2
"AL7G12800",1164,1905,1
"AL7G12810",2016,3886,12
"AL7G12820",967,1970,5
"AL7G12830",1491,2156,8
"AL7G12840",309,1165,4
"AL7G12850",1458,2040,1
"AL7G12860",381,974,3
"AL7G12870",882,1742,4
"AL7G12880",852,1508,3
"AL7G12890",168,198,1
"AL7G12900",924,1470,3
"AL7G12910",1410,1844,4
"AL7G12920",1569,2786,6
"AL7G12930",1659,2868,8
"AL7G12940",1641,2393,4
"AL7G12950",744,1268,1
"AL7G12960",213,555,2
"AL7G12970",366,434,1
"AL7G12980",164,205,1
"AL7G12990",453,1708,1
"AL7G13000",1311,1736,1
"AL7G13280",150,928,1
"AL5G41245",941,1474,2
"AL7G13040",198,420,3
"AL7G13010",150,1680,3
"AL7G13050",61,429,2
"AL7G13060",678,3253,8
"AL7G13070",129,1348,1
"AL7G13080",649,2428,6
"AL7G13090",1161,2087,3
"AL7G13100",1842,2802,9
"AL7G13110",503,616,1
"AL7G13120",1597,1969,1
"AL7G13130",3045,4065,7
"AL7G13140",957,1748,5
"AL7G13150",1110,1915,4
"AL7G13160",171,1160,3
"AL7G13170",1737,3679,4
"AL7G13180",1212,2125,3
"AL7G13190",201,243,1
"AL7G13200",1359,2182,7
"AL7G13210",1365,2871,7
"AL7G13220",723,1417,2
"AL7G13230",177,220,1
"AL7G13240",984,1531,4
"AL7G13250",1614,2579,5
"AL7G13260",186,554,1
"AL7G13290",448,848,1
"AL7G13300",1296,2457,8
"AL7G13310",1584,2795,5
"AL7G13320",816,1770,2
"AL7G13330",3132,7031,23
"AL7G13340",633,1107,2
"AL7G13350",474,919,4
"AL7G13360",1407,2806,5
"AL7G13370",951,1246,2
"AL7G13380",567,1638,8
"AL7G13390",1503,1729,2
"AL7G13400",1767,2026,1
"AL7G13410",1432,2596,3
"AL7G13440",1812,2257,3
"AL7G13450",1896,1896,1
"AL7G13460",1497,1827,3
"AL7G13500",240,270,1
"AL7G13510",688,964,3
"AL7G13520",1485,2508,3
"AL7G13530",1570,3127,3
"AL7G13540",522,882,3
"AL7G13550",260,556,1
"AL7G13562",255,295,1
"AL7G13564",963,2881,11
"AL7G13570",2475,4643,13
"AL7G13580",954,1246,1
"AL7G13590",2304,2682,2
"AL7G13600",1251,1854,1
"AL7G13610",454,814,2
"AL7G13620",654,1043,3
"AL7G13640",1131,1691,4
"AL7G13650",1566,2793,3
"AL7G13660",600,1056,1
"AL7G13670",711,2394,8
"AL7G13680",1290,18856,10
"AL7G13690",1062,2075,7
"AL7G13700",1680,3195,15
"AL7G13710",1309,2325,8
"AL7G13720",1038,1376,1
"AL7G13730",1143,2836,12
"AL7G13740",1293,1867,4
"AL7G13750",465,3344,5
"AL7G13760",858,1769,2
"AL7G13770",975,1443,2
"AL7G13780",519,1351,7
"AL7G13790",639,1764,7
"AL7G13800",1710,2607,9
"AL7G13810",663,1427,2
"AL7G13820",1053,2110,9
"AL7G13830",1245,2423,7
"AL7G13840",1155,2491,6
"AL7G13850",1017,1845,6
"AL7G13860",1821,3684,10
"AL7G13870",570,1523,5
"AL7G13880",2688,3372,1
"AL7G13890",1296,2258,6
"AL7G13900",1611,2616,7
"AL7G13910",1512,2529,6
"AL7G13920",797,1119,3
"AL7G13930",775,1050,3
"AL7G13940",1626,2660,8
"AL7G13950",2082,3206,1
"AL7G13980",1020,1713,5
"AL7G13990",1689,2654,7
"AL7G14000",780,1730,4
"AL7G14010",1476,2321,6
"AL7G14020",609,1175,4
"AL7G14030",987,1582,3
"AL7G14040",456,1902,3
"AL7G14050",510,690,1
"AL7G14060",NA,100,0
"AL7G14150",183,477,1
"AL7G14140",719,719,1
"AL7G14130",1176,2534,11
"AL7G14120",1677,3502,11
"AL7G14110",2202,4750,4
"AL4G34500",NA,260,0
"AL6G44460",293,1539,5
"AL5G23110",154,590,1
"AL7G14100",1209,2145,8
"AL7G14090",180,767,3
"AL7G14080",183,3151,1
"AL7G14070",24,184,1
"AL7G14160",894,1130,1
"AL7G14170",1014,1388,2
"AL7G14180",371,507,1
"AL7G14190",1131,1528,1
"AL7G14200",555,1785,5
"AL7G14210",1470,2236,5
"AL7G14220",954,1906,2
"AL7G14230",1374,1454,1
"AL7G14240",1960,4496,16
"AL7G14250",828,2091,2
"AL7G14260",654,2072,3
"AL7G14270",171,1105,3
"AL7G14280",948,2743,11
"AL7G14290",417,1944,6
"AL7G14300",1461,1690,1
"AL7G14310",1611,2139,4
"AL7G14320",1701,3737,13
"AL7G14330",1236,1602,1
"AL7G14340",1485,2002,2
"AL7G14350",546,1749,3
"AL20U10030",174,469,2
