"gene_id","seqnames","start","end","gene_length","cds_count"
"AL8G30610","scaffold_8",15572028,15572698,671,1
"AL8G30620","scaffold_8",15573586,15576156,2571,7
"AL8G30630","scaffold_8",15576232,15577267,1036,1
"AL8G30640","scaffold_8",15577298,15580230,2933,11
"AL181U10020","scaffold_8",15580569,15580783,215,1
"AL8G30650","scaffold_8",15581840,15582149,310,2
"AL8G30660","scaffold_8",15583519,15584214,696,2
"AL8G30670","scaffold_8",15584592,15585848,1257,2
"AL8G30680","scaffold_8",15585908,15587226,1319,1
"AL8G30690","scaffold_8",15587321,15588691,1371,3
"AL8G30710","scaffold_8",15589120,15589860,741,3
"AL8G30720","scaffold_8",15592774,15594776,2003,3
"AL8G30730","scaffold_8",15596655,15599586,2932,8
"AL8G30740","scaffold_8",15599994,15602063,2070,8
"AL8G30750","scaffold_8",15606925,15608847,1923,6
"AL8G30760","scaffold_8",15608854,15609787,934,3
"AL8G30770","scaffold_8",15609880,15613207,3328,13
"AL8G30780","scaffold_8",15614399,15617724,3326,9
"AL8G30790","scaffold_8",15618311,15619631,1321,6
"AL8G30800","scaffold_8",15623335,15626665,3331,4
"AL8G30810","scaffold_8",15633605,15636104,2500,8
"AL8G30820","scaffold_8",15636371,15637634,1264,2
"AL8G30832","scaffold_8",15638138,15640015,1878,6
"AL8G30834","scaffold_8",15640452,15641474,1023,3
"AL8G30840","scaffold_8",15643297,15648183,4887,15
"AL8G30850","scaffold_8",15648875,15653899,5025,15
"AL8G30870","scaffold_8",15657781,15660831,3051,3
"AL8G30880","scaffold_8",15664233,15665415,1183,1
"AL8G30890","scaffold_8",15665604,15666781,1178,1
"AL8G30900","scaffold_8",15669361,15670611,1251,1
"AL8G30910","scaffold_8",15670774,15671991,1218,2
"AL8G30920","scaffold_8",15673761,15675455,1695,1
"AL8G30930","scaffold_8",15675954,15677215,1262,1
"AL8G30940","scaffold_8",15677265,15684134,6870,18
"AL8G30950","scaffold_8",15684850,15688986,4137,14
"AL8G30960","scaffold_8",15690098,15690730,633,2
"AL8G30970","scaffold_8",15691131,15691760,630,1
"AL8G30980","scaffold_8",15692071,15693644,1574,3
"AL8G30990","scaffold_8",15693950,15694614,665,1
"AL8G31000","scaffold_8",15694633,15699130,4498,14
"AL8G31010","scaffold_8",15700641,15704780,4140,9
"AL8G31020","scaffold_8",15705235,15708497,3263,6
"AL8G31030","scaffold_8",15708730,15711120,2391,3
"AL8G31050","scaffold_8",15711731,15712062,332,1
"AL8G31060","scaffold_8",15712961,15714646,1686,5
"AL8G31070","scaffold_8",15714796,15717882,3087,7
"AL8G31080","scaffold_8",15719368,15722437,3070,1
"AL8G31090","scaffold_8",15722638,15727091,4454,2
"AL8G31100","scaffold_8",15728120,15730485,2366,3
"AL8G31110","scaffold_8",15735516,15738742,3227,7
"AL8G31120","scaffold_8",15740378,15741947,1570,2
"AL8G31130","scaffold_8",15746258,15746946,689,2
"AL8G31140","scaffold_8",15747092,15747908,817,4
"AL8G31150","scaffold_8",15748114,15750481,2368,5
"AL8G31160","scaffold_8",15752802,15754885,2084,5
"AL8G31170","scaffold_8",15754923,15758690,3768,6
"AL8G31180","scaffold_8",15758897,15761307,2411,6
"AL8G31200","scaffold_8",15762382,15763130,749,1
"AL8G31210","scaffold_8",15763551,15765453,1903,2
"AL8G31220","scaffold_8",15765458,15766526,1069,3
"AL8G31230","scaffold_8",15769380,15770380,1001,1
"AL8G31240","scaffold_8",15772831,15777893,5063,11
"AL8G31250","scaffold_8",15777899,15781384,3486,1
"AL8G31260","scaffold_8",15781824,15783184,1361,1
"AL8G31270","scaffold_8",15783192,15784674,1483,1
"AL8G31280","scaffold_8",15786321,15789549,3229,10
"AL8G31290","scaffold_8",15789564,15790425,862,1
"AL8G31300","scaffold_8",15790756,15792487,1732,3
"AL8G31310","scaffold_8",15792763,15795282,2520,2
"AL8G31320","scaffold_8",15796831,15799479,2649,1
"AL8G31330","scaffold_8",15799695,15800356,662,1
"AL77U10010","scaffold_8",15802394,15806266,3873,14
"AL77U10060","scaffold_8",15808836,15809883,1048,2
"AL5G15330","scaffold_8",15824216,15825447,1232,1
"AL8G31350","scaffold_8",15832604,15834561,1958,3
"AL8G31360","scaffold_8",15835025,15835317,293,1
"AL8G31370","scaffold_8",15835500,15837729,2230,9
"AL8G31380","scaffold_8",15837964,15844659,6696,10
"AL8G31390","scaffold_8",15845504,15848252,2749,1
"AL8G31410","scaffold_8",15849163,15853767,4605,1
"AL8G31420","scaffold_8",15854537,15856555,2019,3
"AL8G31430","scaffold_8",15857739,15858054,316,2
"AL236U10010","scaffold_8",15861822,15862451,630,1
"AL236U10020","scaffold_8",15862987,15863928,942,1
"AL8G31460","scaffold_8",15889804,15892038,2235,5
"AL8G31470","scaffold_8",15892068,15894647,2580,2
"AL8G31480","scaffold_8",15899036,15902909,3874,16
"AL8G31490","scaffold_8",15906462,15909640,3179,5
"AL8G31510","scaffold_8",15912395,15914678,2284,7
"AL840U10010","scaffold_8",15920198,15922255,2058,3
"AL7G20110","scaffold_8",15929030,15930707,1678,4
"AL8G31530","scaffold_8",15933088,15934095,1008,6
"AL3G52370","scaffold_8",15942715,15945075,2361,2
"AL8G31540","scaffold_8",15946390,15947738,1349,3
"AL8G31550","scaffold_8",15950689,15953016,2328,3
"AL8G31560","scaffold_8",15953572,15954153,582,1
"AL8G31570","scaffold_8",15954458,15956771,2314,8
"AL8G31580","scaffold_8",15963944,15966784,2841,3
"AL8G31590","scaffold_8",15969032,15972001,2970,4
"AL8G31600","scaffold_8",15972243,15974259,2017,4
"AL8G31620","scaffold_8",15988431,15992064,3634,2
"AL8G31630","scaffold_8",15994274,15995409,1136,1
"AL8G31650","scaffold_8",16010937,16011992,1056,3
"AL8G31660","scaffold_8",16012308,16013660,1353,1
"AL8G31690","scaffold_8",16016296,16017707,1412,5
"AL8G31680","scaffold_8",16017961,16018619,659,1
"AL8G31740","scaffold_8",16019826,16021628,1803,3
"AL8G31750","scaffold_8",16022080,16023341,1262,1
"AL8G31760","scaffold_8",16023353,16026338,2986,11
"AL8G31770","scaffold_8",16026466,16029511,3046,5
"AL8G31780","scaffold_8",16030319,16032466,2148,4
"AL8G31790","scaffold_8",16033211,16036830,3620,14
"AL8G31800","scaffold_8",16036398,16039503,3106,1
"AL8G31810","scaffold_8",16039510,16043192,3683,12
"AL8G31820","scaffold_8",16046266,16049489,3224,10
"AL8G31830","scaffold_8",16051698,16053793,2096,1
"AL8G31840","scaffold_8",16054738,16057147,2410,2
"AL8G31850","scaffold_8",16058472,16062318,3847,3
"AL191U10020","scaffold_8",16062915,16063699,785,1
"AL8G31870","scaffold_8",16064690,16069275,4586,3
"AL1G36760","scaffold_8",16074860,16075216,357,2
"AL8G31880","scaffold_8",16080312,16084656,4345,3
"AL8G31890","scaffold_8",16087691,16089886,2196,1
"AL8G31900","scaffold_8",16094283,16098094,3812,4
"AL8G31910","scaffold_8",16098140,16100283,2144,9
"AL8G31920","scaffold_8",16102116,16107910,5795,15
"AL8G31930","scaffold_8",16119002,16121264,2263,3
"AL8G31940","scaffold_8",16121394,16123389,1996,1
"AL8G31950","scaffold_8",16129298,16130986,1689,3
"AL8G31960","scaffold_8",16132341,16133763,1423,3
"AL8G31970","scaffold_8",16135004,16136053,1050,3
"AL8G31980","scaffold_8",16141210,16145144,3935,7
"AL8G31990","scaffold_8",16146138,16148121,1984,1
"AL8G32000","scaffold_8",16148439,16151206,2768,3
"AL8G32010","scaffold_8",16151864,16156585,4722,16
"AL8G32030","scaffold_8",16158551,16159315,765,2
"AL8G32040","scaffold_8",16160664,16161139,476,2
"AL8G32050","scaffold_8",16161607,16162118,512,3
"AL8G32060","scaffold_8",16163077,16163561,485,2
"AL8G32070","scaffold_8",16166831,16171853,5023,3
"AL8G32080","scaffold_8",16173144,16174920,1777,3
"AL8G32090","scaffold_8",16178114,16178950,837,3
"AL8G32100","scaffold_8",16178951,16180889,1939,3
"AL8G32110","scaffold_8",16186395,16188594,2200,2
"AL8G32120","scaffold_8",16202281,16204230,1950,3
"AL8G32130","scaffold_8",16220614,16222533,1920,4
"AL493U10020","scaffold_8",16223361,16224931,1571,3
"AL493U10010","scaffold_8",16225688,16227776,2089,4
"AL8G32140","scaffold_8",16229162,16231123,1962,3
"AL431U10010","scaffold_8",16233431,16234281,851,2
"AL8G32150","scaffold_8",16237045,16238056,1012,3
"AL431U10020","scaffold_8",16239136,16240875,1740,5
"AL8G32170","scaffold_8",16244148,16245726,1579,2
"AL8G32180","scaffold_8",16247272,16248796,1525,1
"AL8G32200","scaffold_8",16254965,16257098,2134,4
"AL8G32210","scaffold_8",16260729,16263560,2832,6
"AL8G32230","scaffold_8",16265116,16267539,2424,4
"AL8G32240","scaffold_8",16267846,16268498,653,2
"AL8G32260","scaffold_8",16269551,16273022,3472,14
"AL8G32270","scaffold_8",16276528,16280037,3510,5
"AL8G32280","scaffold_8",16280875,16282305,1431,1
"AL8G32290","scaffold_8",16286799,16289650,2852,7
"AL8G32300","scaffold_8",16290664,16291117,454,1
"AL8G32310","scaffold_8",16293317,16295763,2447,3
"AL8G32330","scaffold_8",16300376,16301289,914,2
"AL8G32340","scaffold_8",16302291,16303191,901,2
"AL8G32350","scaffold_8",16303496,16304317,822,3
"AL8G32370","scaffold_8",16310496,16311446,951,2
"AL8G32380","scaffold_8",16313140,16314724,1585,3
"AL8G32390","scaffold_8",16317042,16318846,1805,3
"AL8G32400","scaffold_8",16318879,16320977,2099,8
"AL8G32410","scaffold_8",16321511,16323807,2297,4
"AL8G32420","scaffold_8",16323884,16325155,1272,3
"AL8G32430","scaffold_8",16327040,16328687,1648,6
"AL8G32440","scaffold_8",16328698,16332095,3398,7
"AL8G32450","scaffold_8",16335179,16338261,3083,10
"AL8G32460","scaffold_8",16338571,16341019,2449,11
"AL8G32470","scaffold_8",16342467,16344273,1807,5
"AL8G32480","scaffold_8",16344283,16345162,880,3
"AL2G41610","scaffold_8",16345645,16346412,768,1
"AL8G32490","scaffold_8",16346797,16349240,2444,6
"AL8G32500","scaffold_8",16349856,16354731,4876,11
"AL8G32530","scaffold_8",16358361,16360154,1794,5
"AL8G32540","scaffold_8",16364309,16365447,1139,2
"AL8G32550","scaffold_8",16365887,16367264,1378,2
"AL8G32560","scaffold_8",16367268,16373242,5975,21
"AL8G32570","scaffold_8",16373455,16376274,2820,10
"AL8G32590","scaffold_8",16377233,16380547,3315,10
"AL8G32600","scaffold_8",16380983,16382428,1446,2
"AL8G32610","scaffold_8",16383061,16383954,894,3
"AL8G32620","scaffold_8",16384160,16386331,2172,4
"AL8G32630","scaffold_8",16390294,16395377,5084,9
"AL595U10020","scaffold_8",16396707,16397442,736,2
"AL8G32650","scaffold_8",16397538,16399607,2070,3
"AL8G32660","scaffold_8",16399711,16402909,3199,6
"AL8G32670","scaffold_8",16403477,16405151,1675,3
"AL8G32680","scaffold_8",16406513,16408117,1605,3
"AL8G32690","scaffold_8",16413308,16414985,1678,3
"AL8G32700","scaffold_8",16417065,16419931,2867,11
"AL8G32710","scaffold_8",16426563,16428753,2191,3
"AL8G32720","scaffold_8",16447014,16451470,4457,17
"AL8G32730","scaffold_8",16451826,16452524,699,1
"AL8G32740","scaffold_8",16453316,16459328,6013,14
"AL8G32750","scaffold_8",16463965,16467479,3515,10
"AL8G32770","scaffold_8",16469581,16470379,799,2
"AL8G32760","scaffold_8",16474697,16474894,198,0
"AL8G32780","scaffold_8",16474965,16475492,528,3
"AL8G32790","scaffold_8",16476225,16478918,2694,7
"AL52U10030","scaffold_8",16479041,16480527,1487,3
"AL8G32810","scaffold_8",16480951,16484090,3140,12
"AL8G32820","scaffold_8",16488085,16490604,2520,5
"AL8G32830","scaffold_8",16495805,16499190,3386,5
"AL52U10060","scaffold_8",16508553,16509877,1325,1
"AL8G32860","scaffold_8",16516111,16517692,1582,5
"AL8G32870","scaffold_8",16521428,16523936,2509,3
"AL8G32880","scaffold_8",16524163,16525763,1601,5
"AL8G32890","scaffold_8",16526856,16528428,1573,4
"AL8G32900","scaffold_8",16533349,16535722,2374,7
"AL8G32910","scaffold_8",16536498,16539768,3271,13
"AL8G32920","scaffold_8",16539920,16541936,2017,1
"AL8G32930","scaffold_8",16542200,16545150,2951,11
"AL8G32940","scaffold_8",16545730,16548969,3240,9
"AL8G32950","scaffold_8",16549044,16550736,1693,4
"AL8G32960","scaffold_8",16552789,16555200,2412,4
"AL8G32970","scaffold_8",16555802,16557717,1916,5
"AL8G32980","scaffold_8",16564392,16567362,2971,1
"AL8G32990","scaffold_8",16576489,16580678,4190,9
"AL8G33000","scaffold_8",16581860,16585874,4015,5
"AL8G33010","scaffold_8",16586183,16588740,2558,7
"AL8G33030","scaffold_8",16589376,16598296,8921,34
"AL8G33040","scaffold_8",16602329,16604059,1731,6
"AL8G33050","scaffold_8",16606287,16606966,680,1
"AL8G33060","scaffold_8",16619574,16624153,4580,4
"AL8G33070","scaffold_8",16625802,16627548,1747,4
"AL8G33080","scaffold_8",16628369,16631073,2705,5
"AL8G33090","scaffold_8",16631092,16638120,7029,26
"AL8G33100","scaffold_8",16638431,16640728,2298,3
"AL8G33110","scaffold_8",16647132,16650304,3173,3
"AL8G33150","scaffold_8",16650843,16654831,3989,20
"AL161U10020","scaffold_8",16655567,16656299,733,3
"AL8G33170","scaffold_8",16658158,16661347,3190,14
"AL8G33180","scaffold_8",16661450,16664427,2978,5
"AL8G33190","scaffold_8",16668686,16670576,1891,3
"AL8G33200","scaffold_8",16670772,16672556,1785,6
"AL8G33210","scaffold_8",16674495,16676732,2238,6
"AL8G33220","scaffold_8",16676804,16679985,3182,1
"AL8G33230","scaffold_8",16680367,16682076,1710,2
"AL8G33240","scaffold_8",16682224,16685482,3259,9
"AL8G33250","scaffold_8",16686125,16688355,2231,9
"AL8G33260","scaffold_8",16688457,16689456,1000,2
"AL8G33270","scaffold_8",16690615,16693230,2616,8
"AL8G33280","scaffold_8",16693498,16700164,6667,22
"AL8G33290","scaffold_8",16700347,16703299,2953,8
"AL8G33310","scaffold_8",16708738,16712512,3775,2
"AL8G33320","scaffold_8",16712519,16714100,1582,3
"AL8G33330","scaffold_8",16714409,16719909,5501,16
"AL8G33340","scaffold_8",16726750,16730027,3278,2
"AL8G33350","scaffold_8",16730191,16731764,1574,1
"AL8G33360","scaffold_8",16731782,16734753,2972,4
"AL8G33370","scaffold_8",16737592,16741125,3534,9
"AL8G33380","scaffold_8",16747816,16748989,1174,2
"AL8G33390","scaffold_8",16750664,16753573,2910,16
"AL8G33400","scaffold_8",16755712,16756850,1139,2
"AL8G33410","scaffold_8",16757046,16759107,2062,6
"AL8G33420","scaffold_8",16761302,16763559,2258,1
"AL8G33430","scaffold_8",16767686,16769581,1896,1
"AL8G33490","scaffold_8",16774497,16775337,841,3
"AL5G23650","scaffold_8",16776784,16777209,426,1
"AL8G33500","scaffold_8",16777357,16778815,1459,2
"AL8G33450","scaffold_8",16781119,16781822,704,1
"AL4G16680","scaffold_8",16797137,16798145,1009,2
"AL8G33460","scaffold_8",16799319,16799989,671,1
"AL8G33520","scaffold_8",16803518,16804996,1479,3
"AL8G33530","scaffold_8",16806309,16807826,1518,3
"AL8G33540","scaffold_8",16808588,16809724,1137,2
"AL8G33570","scaffold_8",16811737,16813271,1535,3
"AL8G33580","scaffold_8",16817785,16818914,1130,2
"AL7G29000","scaffold_8",16821230,16821291,62,1
"AL8G33560","scaffold_8",16822444,16823038,595,2
"AL8G33590","scaffold_8",16828464,16829999,1536,3
"AL8G33600","scaffold_8",16830359,16830971,613,1
"AL8G33610","scaffold_8",16834064,16837682,3619,8
"AL8G33620","scaffold_8",16837982,16842469,4488,14
"AL8G33630","scaffold_8",16844063,16848717,4655,8
"AL8G33640","scaffold_8",16855549,16857401,1853,3
"AL8G33650","scaffold_8",16858642,16859987,1346,2
"AL8G33670","scaffold_8",16866415,16868963,2549,10
"AL8G33680","scaffold_8",16871714,16874793,3080,13
"AL8G33690","scaffold_8",16882202,16883760,1559,3
"AL8G33700","scaffold_8",16886863,16890353,3491,10
"AL8G33710","scaffold_8",16892647,16893523,877,1
"AL8G33720","scaffold_8",16898974,16901489,2516,10
"AL8G33730","scaffold_8",16901905,16904144,2240,8
"AL8G33750","scaffold_8",16915996,16919820,3825,4
"AL8G33760","scaffold_8",16921333,16923153,1821,4
"AL8G33780","scaffold_8",16926108,16929080,2973,10
"AL8G33800","scaffold_8",16934240,16937010,2771,8
"AL8G33810","scaffold_8",16939532,16940529,998,1
"AL8G33830","scaffold_8",16952911,16954631,1721,4
"AL8G33840","scaffold_8",16964743,16968567,3825,11
"AL8G33850","scaffold_8",16968927,16970263,1337,2
"AL8G33860","scaffold_8",16970971,16972364,1394,4
"AL8G33870","scaffold_8",16973157,16974145,989,2
"AL8G33880","scaffold_8",16974152,16975986,1835,4
"AL8G33890","scaffold_8",16976401,16978533,2133,4
"AL8G33900","scaffold_8",16978597,16980735,2139,5
"AL8G33910","scaffold_8",16981251,16982934,1684,3
"AL8G33920","scaffold_8",16983240,16987496,4257,9
"AL8G33930","scaffold_8",16987743,16991065,3323,10
"AL8G33960","scaffold_8",16993376,16995165,1790,2
"AL8G33980","scaffold_8",16995163,16996696,1534,3
"AL8G33990","scaffold_8",17002436,17003057,622,2
"AL8G34000","scaffold_8",17003456,17005106,1651,4
"AL8G34020","scaffold_8",17012163,17016241,4079,7
"AL8G34030","scaffold_8",17016283,17017988,1706,5
"AL8G34040","scaffold_8",17018487,17022383,3897,13
"AL8G34050","scaffold_8",17022550,17024782,2233,5
"AL8G34060","scaffold_8",17024808,17025629,822,2
"AL8G34070","scaffold_8",17025805,17029904,4100,10
"AL8G34080","scaffold_8",17033715,17036344,2630,8
"AL8G34090","scaffold_8",17036574,17038892,2319,7
"AL8G34100","scaffold_8",17038974,17040094,1121,3
"AL8G34110","scaffold_8",17040402,17041759,1358,5
"AL8G34120","scaffold_8",17042315,17043589,1275,1
"AL8G34130","scaffold_8",17043606,17045412,1807,8
"AL8G34140","scaffold_8",17045564,17051082,5519,8
"AL8G34150","scaffold_8",17051102,17054365,3264,8
"AL8G34160","scaffold_8",17054988,17057196,2209,6
"AL8G34170","scaffold_8",17057203,17058087,885,2
"AL8G34180","scaffold_8",17058617,17063297,4681,9
"AL8G34200","scaffold_8",17063686,17065589,1904,2
"AL8G14700","scaffold_8",17066773,17067050,278,1
"AL8G34210","scaffold_8",17068718,17075892,7175,25
"AL8G34220","scaffold_8",17076022,17077550,1529,6
"AL8G34230","scaffold_8",17077594,17080186,2593,4
"AL8G34240","scaffold_8",17080837,17086572,5736,22
"AL8G34250","scaffold_8",17086587,17089225,2639,1
"AL8G34260","scaffold_8",17090054,17096173,6120,18
"AL8G34270","scaffold_8",17096536,17099796,3261,8
"AL8G34290","scaffold_8",17106812,17110068,3257,8
"AL8G34300","scaffold_8",17110069,17112549,2481,9
"AL8G34310","scaffold_8",17112640,17114704,2065,5
"AL8G34320","scaffold_8",17114708,17116331,1624,4
"AL8G34330","scaffold_8",17116456,17118580,2125,6
"AL8G34340","scaffold_8",17118585,17119804,1220,5
"AL8G34350","scaffold_8",17119979,17121272,1294,3
"AL8G34360","scaffold_8",17121318,17122475,1158,4
"AL8G34370","scaffold_8",17122600,17127747,5148,18
"AL8G34380","scaffold_8",17127908,17129410,1503,7
"AL8G34390","scaffold_8",17130017,17132313,2297,6
"AL8G34400","scaffold_8",17132810,17136057,3248,2
"AL8G34410","scaffold_8",17136073,17137115,1043,2
"AL8G34420","scaffold_8",17138395,17140768,2374,3
"AL8G34430","scaffold_8",17140772,17143454,2683,12
"AL8G34440","scaffold_8",17143559,17146334,2776,4
"AL8G34450","scaffold_8",17146430,17148891,2462,7
"AL8G34460","scaffold_8",17149820,17151226,1407,6
"AL8G33140","scaffold_8",17151669,17152769,1101,4
"AL8G34480","scaffold_8",17153427,17156721,3295,1
"AL8G34510","scaffold_8",17184293,17186528,2236,7
"AL8G34520","scaffold_8",17189793,17192700,2908,10
"AL8G34530","scaffold_8",17192863,17193692,830,2
"AL8G34540","scaffold_8",17193708,17196000,2293,1
"AL8G34550","scaffold_8",17196400,17197813,1414,3
"AL8G34570","scaffold_8",17205176,17213139,7964,14
"AL8G34580","scaffold_8",17213478,17214052,575,1
"AL8G34600","scaffold_8",17214034,17214725,692,1
"AL8G34610","scaffold_8",17215273,17216828,1556,4
"AL8G34620","scaffold_8",17216885,17219040,2156,1
"AL8G34630","scaffold_8",17219413,17222380,2968,5
"AL8G34640","scaffold_8",17222686,17227729,5044,19
"AL8G34650","scaffold_8",17227733,17230651,2919,2
"AL8G34670","scaffold_8",17230967,17239359,8393,9
"AL8G34690","scaffold_8",17243116,17246382,3267,6
"AL8G34700","scaffold_8",17246592,17248554,1963,2
"AL8G34710","scaffold_8",17248729,17250449,1721,6
"AL8G34730","scaffold_8",17251744,17252496,753,1
"AL8G34750","scaffold_8",17254431,17260952,6522,22
"AL8G34760","scaffold_8",17262401,17265325,2925,3
"AL8G34770","scaffold_8",17267686,17268688,1003,1
"AL8G34780","scaffold_8",17269629,17271687,2059,5
"AL8G34790","scaffold_8",17271708,17275085,3378,4
"AL8G34800","scaffold_8",17278133,17281032,2900,5
"AL8G34810","scaffold_8",17281605,17283358,1754,3
"AL8G34820","scaffold_8",17286152,17287177,1026,1
"AL8G34830","scaffold_8",17289702,17291522,1821,4
"AL8G34870","scaffold_8",17293439,17295334,1896,5
"AL8G34880","scaffold_8",17295758,17300829,5072,10
"AL8G34890","scaffold_8",17303997,17306912,2916,1
"AL8G34900","scaffold_8",17306921,17308548,1628,2
"AL8G34910","scaffold_8",17309194,17311268,2075,4
"AL8G34920","scaffold_8",17311287,17311852,566,2
"AL8G34930","scaffold_8",17315313,17318369,3057,3
"AL8G34950","scaffold_8",17323241,17325750,2510,8
"AL8G34960","scaffold_8",17328363,17329484,1122,1
"AL8G34970","scaffold_8",17329728,17332073,2346,8
"AL8G34980","scaffold_8",17333183,17336603,3421,9
"AL8G34990","scaffold_8",17339322,17341350,2029,6
"AL8G35000","scaffold_8",17341731,17344621,2891,10
"AL8G35010","scaffold_8",17345006,17347088,2083,2
"AL8G35020","scaffold_8",17347502,17349255,1754,5
"AL8G35030","scaffold_8",17351378,17352663,1286,1
"AL8G35040","scaffold_8",17353089,17356124,3036,11
"AL8G35050","scaffold_8",17356611,17358086,1476,3
"AL8G35060","scaffold_8",17358208,17359359,1152,4
"AL8G35070","scaffold_8",17365019,17366127,1109,3
"AL8G35080","scaffold_8",17367931,17369959,2029,5
"AL8G35090","scaffold_8",17370364,17371434,1071,4
"AL8G35100","scaffold_8",17371485,17372504,1020,3
"AL8G35110","scaffold_8",17373328,17376211,2884,10
"AL8G35120","scaffold_8",17377301,17380160,2860,9
"AL285U10010","scaffold_8",17381836,17387631,5796,15
"AL277U10010","scaffold_8",17392701,17394541,1841,3
"AL277U10020","scaffold_8",17394742,17396954,2213,2
"AL8G35200","scaffold_8",17398701,17402708,4008,13
"AL8G35210","scaffold_8",17402943,17407333,4391,4
"AL8G35220","scaffold_8",17407869,17409464,1596,1
"AL8G35230","scaffold_8",17410730,17413164,2435,2
"AL8G35240","scaffold_8",17418318,17420271,1954,4
"AL8G35250","scaffold_8",17421868,17422898,1031,2
"AL139U10020","scaffold_8",17422961,17424870,1910,1
"AL8G35320","scaffold_8",17427537,17429780,2244,6
"AL8G35330","scaffold_8",17429837,17432611,2775,3
"AL8G35340","scaffold_8",17434640,17437230,2591,2
"AL8G35350","scaffold_8",17437257,17440021,2765,9
"AL8G35360","scaffold_8",17440544,17444443,3900,9
"AL8G35370","scaffold_8",17444689,17445897,1209,3
"AL8G35380","scaffold_8",17448267,17449857,1591,2
"AL8G35390","scaffold_8",17449936,17452861,2926,10
"AL8G35400","scaffold_8",17457582,17461353,3772,2
"AL8G35410","scaffold_8",17464233,17465114,882,2
"AL8G35420","scaffold_8",17468448,17469068,621,1
"AL8G35430","scaffold_8",17470276,17472638,2363,2
"AL8G35440","scaffold_8",17472839,17476328,3490,14
"AL8G35450","scaffold_8",17476539,17477755,1217,5
"AL8G35460","scaffold_8",17477765,17479047,1283,5
"AL8G35470","scaffold_8",17489475,17491538,2064,4
"AL8G35480","scaffold_8",17494647,17497391,2745,14
"AL8G35490","scaffold_8",17498992,17500845,1854,2
"AL8G35500","scaffold_8",17500861,17504066,3206,10
"AL8G35510","scaffold_8",17504409,17506228,1820,6
"AL8G35520","scaffold_8",17506532,17507356,825,2
"AL8G35530","scaffold_8",17507767,17509975,2209,3
"AL8G35540","scaffold_8",17513834,17515798,1965,2
"AL8G35550","scaffold_8",17516712,17518024,1313,3
"AL8G35560","scaffold_8",17519013,17522702,3690,10
"AL8G35570","scaffold_8",17525629,17528901,3273,10
"AL8G35580","scaffold_8",17529463,17532612,3150,10
"AL8G35590","scaffold_8",17533292,17533684,393,2
"AL8G35600","scaffold_8",17536198,17539482,3285,10
"AL8G35620","scaffold_8",17546843,17546955,113,1
"AL48U10010","scaffold_8",17551873,17554679,2807,9
"AL8G35630","scaffold_8",17560300,17561461,1162,4
"AL8G35640","scaffold_8",17561488,17563881,2394,2
"AL8G35660","scaffold_8",17565908,17569775,3868,5
"AL8G35670","scaffold_8",17572851,17573448,598,1
"AL8G35680","scaffold_8",17575611,17576431,821,1
"AL8G35690","scaffold_8",17577796,17578961,1166,1
"AL6G37180","scaffold_8",17582942,17583390,449,1
"AL8G35700","scaffold_8",17584677,17587981,3305,6
"AL8G35710","scaffold_8",17588264,17589647,1384,1
"AL8G35720","scaffold_8",17589868,17592476,2609,11
"AL8G35730","scaffold_8",17593965,17595597,1633,6
"AL8G35740","scaffold_8",17597386,17598030,645,3
"AL8G35750","scaffold_8",17602065,17602777,713,2
"AL8G35760","scaffold_8",17607193,17607963,771,2
"AL8G35770","scaffold_8",17610323,17611061,739,2
"AL8G35780","scaffold_8",17615261,17616587,1327,2
"AL8G35790","scaffold_8",17623260,17624618,1359,1
"AL8G35800","scaffold_8",17629394,17630060,667,1
"AL8G35810","scaffold_8",17635594,17637773,2180,4
"AL8G35820","scaffold_8",17638387,17639919,1533,3
"AL8G35840","scaffold_8",17640912,17643387,2476,6
"AL8G35870","scaffold_8",17644245,17646066,1822,7
"AL8G35880","scaffold_8",17646069,17647514,1446,4
"AL8G35890","scaffold_8",17649290,17657773,8484,8
"AL8G35900","scaffold_8",17656736,17660379,3644,9
"AL8G35910","scaffold_8",17660455,17662256,1802,4
"AL8G35920","scaffold_8",17665026,17667128,2103,1
"AL8G35930","scaffold_8",17667138,17668885,1748,5
"AL8G35940","scaffold_8",17668978,17669852,875,2
"AL8G35950","scaffold_8",17669855,17671949,2095,8
"AL8G35960","scaffold_8",17672554,17674608,2055,6
"AL8G35970","scaffold_8",17675865,17677762,1898,7
"AL8G35980","scaffold_8",17679227,17680641,1415,1
"AL8G36000","scaffold_8",17689475,17690057,583,1
"AL8G36010","scaffold_8",17692652,17694363,1712,2
"AL8G36020","scaffold_8",17707497,17709205,1709,3
"AL8G36030","scaffold_8",17709559,17711654,2096,3
"AL8G36040","scaffold_8",17712157,17713523,1367,1
"AL8G36050","scaffold_8",17716682,17718080,1399,1
"AL8G36060","scaffold_8",17719014,17720343,1330,1
"AL8G36070","scaffold_8",17721844,17723504,1661,2
"AL8G36080","scaffold_8",17724784,17726401,1618,2
"AL8G36090","scaffold_8",17732160,17733785,1626,2
"AL8G36100","scaffold_8",17733941,17735806,1866,1
"AL8G36110","scaffold_8",17735921,17738041,2121,5
"AL8G36120","scaffold_8",17738119,17738359,241,1
"AL8G36130","scaffold_8",17738788,17740115,1328,3
"AL8G36140","scaffold_8",17740790,17744770,3981,12
"AL8G36160","scaffold_8",17744766,17750059,5294,14
